iter	Logloss
666	0.1528435019
667	0.1525839954
668	0.1523070856
669	0.152162577
670	0.1519910059
671	0.1518529141
672	0.1516373271
673	0.151410063
674	0.151318388
675	0.1512277669
676	0.1509286005
677	0.1508286191
678	0.150557901
679	0.1504471039
680	0.1503648695
681	0.1501799941
682	0.1500076232
683	0.149738703
684	0.1495068904
685	0.1493623905
686	0.1491014732
687	0.1490410117
688	0.1489004941
689	0.1488023033
690	0.1485647922
691	0.1484050544
692	0.148198685
693	0.1480130767
694	0.1477269657
695	0.1476971136
696	0.1474581768
697	0.1472097822
698	0.1470537561
699	0.1469099872
700	0.146696935
701	0.1466002728
702	0.1465062471
703	0.1461935957
704	0.1459852657
705	0.1458637078
706	0.1457339358
707	0.1455313552
708	0.1452989457
709	0.145087364
710	0.1448546688
711	0.1447822464
712	0.1446460318
713	0.1445398574
714	0.1443558917
715	0.144259364
716	0.1440588919
717	0.1439552203
718	0.1436771174
719	0.1433785528
720	0.1432007276
721	0.1430629965
722	0.1429795796
723	0.1427529055
724	0.1426403372
725	0.1425019133
726	0.142292144
727	0.1421974749
728	0.1420935061
729	0.1419355114
730	0.1417833056
731	0.14160484
732	0.1414938048
733	0.141196593
734	0.1410404781
735	0.1408018458
736	0.1406399965
737	0.140347864
738	0.1401148535
739	0.1398330798
740	0.1396316026
741	0.1394223444
742	0.1392069836
743	0.1390175085
744	0.1388751228
745	0.1386380845
746	0.1384687085
747	0.1382641921
748	0.1379871686
749	0.1378098763
750	0.1375150995
751	0.1373065103
752	0.1370903012
753	0.1368705838
754	0.1367911806
755	0.1366229327
756	0.1363818237
757	0.1361736717
758	0.1359797369
759	0.1359574379
760	0.1357224733
761	0.1355101651
762	0.1354103626
763	0.1352536198
764	0.1351043315
765	0.1349943089
766	0.1348391696
767	0.134695547
768	0.1345571706
769	0.1343742724
770	0.1342196146
771	0.1341526138
772	0.133940795
773	0.1337394885
774	0.1335483817
775	0.133374567
776	0.1332736309
777	0.1331025312
778	0.1329897433
779	0.1328674468
780	0.1327630285
781	0.1326642531
782	0.132557336
783	0.1324318664
784	0.1321845178
785	0.1320244229
786	0.1318568878
787	0.1317658558
788	0.1315951113
789	0.131440363
790	0.1311490151
791	0.1310609364
792	0.1309593609
793	0.130869009
794	0.1307894297
795	0.1306118981
796	0.1304180962
797	0.1303205929
798	0.1301739717
799	0.1300233665
800	0.1298015157
801	0.1297333696
802	0.1296247584
803	0.1295481284
804	0.1294464272
805	0.1293451263
806	0.129177076
807	0.1289773791
808	0.1287727622
809	0.1286098082
810	0.1285261265
811	0.1282779204
812	0.12819071
813	0.1279639634
814	0.127775415
815	0.1276558846
816	0.1275771994
817	0.1273257064
818	0.1272137631
819	0.1271015618
820	0.1269834893
821	0.1269221436
822	0.1268512691
823	0.1267930923
824	0.1266479225
825	0.1265516954
826	0.1263996524
827	0.1262446738
828	0.1261606457
829	0.1259992082
830	0.1258702046
831	0.1257830023
832	0.1257350926
833	0.1255272297
834	0.1253139697
835	0.125144308
836	0.1250206124
837	0.1248902711
838	0.1247470832
839	0.1246645473
840	0.1245334781
841	0.1243210664
842	0.1240538889
843	0.1239348845
844	0.1238463327
845	0.1237671978
846	0.1235218922
847	0.1234353137
848	0.1233636316
849	0.1231493634
850	0.1229607573
851	0.1228757555
852	0.1227289631
853	0.1224995894
854	0.1224146063
855	0.1223331912
856	0.1221402022
857	0.1220535461
858	0.1219446734
859	0.1217615313
860	0.1216411413
861	0.1215262383
862	0.1212773561
863	0.1210478377
864	0.120766476
865	0.1206672488
866	0.1205596824
867	0.1204462272
868	0.1202762802
869	0.1201365974
870	0.1200104232
871	0.1199507304
872	0.1198131235
873	0.1196475608
874	0.1194340995
875	0.1192679066
876	0.1190993943
877	0.1189738405
878	0.1188437128
879	0.1186265443
880	0.1185369989
881	0.1184579215
882	0.118302887
883	0.1181707045
884	0.1180648197
885	0.1179475565
886	0.117735922
887	0.117614185
888	0.1174381975
889	0.1173272135
890	0.1171268553
891	0.116879286
892	0.1166742471
893	0.1165508541
894	0.1164306256
895	0.1163675094
896	0.1162799532
897	0.1162010995
898	0.1160904337
899	0.1160431775
900	0.1159167241
901	0.1158053892
902	0.1157211284
903	0.115521648
904	0.1154411095
905	0.1153597739
906	0.1152091307
907	0.1150944772
908	0.1149211638
909	0.1147915363
910	0.114712507
911	0.1145649938
912	0.1144119591
913	0.1142533747
914	0.1141140715
915	0.1139839303
916	0.1138174024
917	0.1137628288
918	0.113646686
919	0.1135103758
920	0.1134359085
921	0.1132834549
922	0.1131828619
923	0.113024868
924	0.1129348439
925	0.1127759748
926	0.112693234
927	0.1125880615
928	0.1125153094
929	0.1123200546
930	0.1121867756
931	0.1120609816
932	0.1119648404
933	0.1118844845
934	0.1118078503
935	0.1116906266
936	0.111604701
937	0.1114199459
938	0.1113051037
939	0.1112162564
940	0.111126864
941	0.1109430727
942	0.1107080145
943	0.1105748276
944	0.1104475026
945	0.1102707998
946	0.1101663946
947	0.1100048186
948	0.1097955736
949	0.109601603
950	0.1094968875
951	0.1093492561
952	0.1092469966
953	0.1091579253
954	0.1090620898
955	0.1088783513
956	0.108783287
957	0.1086986983
958	0.108596215
959	0.108515006
960	0.1083805966
961	0.1083377121
962	0.1082516991
963	0.1080984321
964	0.1080211021
965	0.107879525
966	0.1077953373
967	0.1077105415
968	0.1076049518
969	0.1074941904
970	0.1073557864
971	0.1072354008
972	0.1071061939
973	0.1069319309
974	0.1068012504
975	0.1067244992
976	0.1065580089
977	0.1064440086
978	0.1063708113
979	0.1061838409
980	0.1060683809
981	0.1058958695
982	0.1057952031
983	0.1056239996
984	0.1055094518
985	0.1053957388
986	0.1053426388
987	0.1052807697
988	0.10514587
989	0.1049917539
990	0.1048535431
991	0.1047593655
992	0.1046211437
993	0.1045799258
994	0.1044589
995	0.1043241152
996	0.1042478742
997	0.1041033935
998	0.1039190841
999	0.1037587198
